Date,Open,High,Low,Close,Adj Close,Volume
2021-10-15,18.5,20.100000381469727,17.802000045776367,19.70400047302246,19.70400047302246,3865543
2021-10-18,21.5,22.209999084472656,20.4950008392334,21.889999389648438,21.889999389648438,1085944
2021-10-19,22.219999313354492,22.5,20.049999237060547,20.704999923706055,20.704999923706055,970307
2021-10-20,21.049999237060547,21.799999237060547,20.8700008392334,21.780000686645508,21.780000686645508,328775
2021-10-21,21.899999618530273,22.0,21.7549991607666,21.889999389648438,21.889999389648438,243208
2021-10-22,22.0,22.079999923706055,21.850000381469727,21.850000381469727,21.850000381469727,259024
2021-10-25,22.014999389648438,22.049999237060547,21.229999542236328,21.25,21.25,118559
2021-10-26,21.229999542236328,21.950000762939453,21.229999542236328,21.75,21.75,126022
2021-10-27,21.850000381469727,21.850000381469727,21.110000610351562,21.125,21.125,141171
2021-10-28,21.350000381469727,21.5,20.799999237060547,20.950000762939453,20.950000762939453,94631
2021-10-29,21.0,21.0,20.024999618530273,20.15999984741211,20.15999984741211,181519
2021-11-01,20.479999542236328,21.5,20.18000030517578,21.399999618530273,21.399999618530273,98524
2021-11-02,21.5,21.5,20.799999237060547,21.3700008392334,21.3700008392334,62945
2021-11-03,21.424999237060547,21.649999618530273,21.315000534057617,21.4950008392334,21.4950008392334,95880
2021-11-04,21.549999237060547,21.6299991607666,21.010000228881836,21.135000228881836,21.135000228881836,102253
2021-11-05,21.21500015258789,21.454999923706055,20.530000686645508,20.809999465942383,20.809999465942383,137768
2021-11-08,21.0,21.065000534057617,20.725000381469727,20.885000228881836,20.885000228881836,71047
2021-11-09,20.764999389648438,21.0,20.18000030517578,20.2549991607666,20.2549991607666,108537
2021-11-10,20.2549991607666,20.75,20.2549991607666,20.485000610351562,20.485000610351562,68354
2021-11-11,20.459999084472656,20.649999618530273,20.354999542236328,20.399999618530273,20.399999618530273,37719
2021-11-12,20.454999923706055,20.915000915527344,20.399999618530273,20.915000915527344,20.915000915527344,47038
2021-11-15,20.450000762939453,20.450000762939453,20.2549991607666,20.299999237060547,20.299999237060547,133207
2021-11-16,20.299999237060547,21.299999237060547,20.25,21.299999237060547,21.299999237060547,250443
2021-11-17,21.299999237060547,21.399999618530273,21.0,21.315000534057617,21.315000534057617,69069
2021-11-18,21.350000381469727,21.3700008392334,20.979999542236328,21.350000381469727,21.350000381469727,106193
2021-11-19,21.2549991607666,21.329999923706055,20.850000381469727,20.899999618530273,20.899999618530273,48014
2021-11-22,20.899999618530273,21.0,20.399999618530273,20.43000030517578,20.43000030517578,60632
2021-11-23,20.299999237060547,20.420000076293945,19.600000381469727,20.0,20.0,234413
2021-11-24,20.299999237060547,21.049999237060547,20.260000228881836,20.5,20.5,138671
2021-11-25,20.799999237060547,20.959999084472656,20.25,20.485000610351562,20.485000610351562,86712
2021-11-26,20.100000381469727,20.600000381469727,19.875999450683594,20.5049991607666,20.5049991607666,203225
2021-11-29,20.34000015258789,20.649999618530273,20.18000030517578,20.440000534057617,20.440000534057617,102711
2021-11-30,20.34000015258789,20.524999618530273,20.139999389648438,20.315000534057617,20.315000534057617,131570
2021-12-01,20.4950008392334,20.889999389648438,20.219999313354492,20.770000457763672,20.770000457763672,69557
2021-12-02,20.53499984741211,20.770000457763672,20.325000762939453,20.75,20.75,49736
